timestamp,operation,url,text,u_id
1.44495E+12,select,http://stackoverflow.com/questions/10638549/3-way-mergesort,"public static void mergesort(int[] data) {     int elements = data.length - 1;
",A0042
1.44495E+12,select,http://stackoverflow.com/questions/10638549/3-way-mergesort,"public static void mergesort(int[] data) {     int elements = data.length - 1;
",A0042
1.44551E+12,select,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,"import java.awt.BorderLayout; import javax.swing.JButton;
",A0042
1.44551E+12,select,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,"JTabbedPane(); 
",A0042
1.44551E+12,select,http://stackoverflow.com/questions/20429840/java-add-two-tabs-into-jpanel,"import java.awt.BorderLayout; import javax.swing.JButton;
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/14999392/count-button-clicks,"mport java.awt.BorderLayout; import j
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/14999392/count-button-clicks,"a
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/14999392/count-button-clicks,"import java.awt.BorderLayout; import java.awt.EventQueue;
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,"class Calculation {
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,"     }
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,"     }
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,"  do not create one more variable
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,"  do not create one more variable
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java,"import java.util.Scanner; 
",A0042
1.44552E+12,select,http://stackoverflow.com/questions/14999392/count-button-clicks,"import java.awt.BorderLayout; import java.awt.EventQueue;
",A0042
1.44367E+12,select,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,"setPreferredSize
",A0041
1.44367E+12,select,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,"setPreferredSize
",A0041
1.44367E+12,select,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,"setPreferredSize
",A0041
1.44367E+12,select,http://stackoverflow.com/questions/2536873/how-can-i-set-size-of-a-button,"        btn.setPreferredSize(new Dimension(40, 40)); 
",A0041
1.44385E+12,select,http://stackoverflow.com/questions/20099397/how-to-copy-an-item-from-jlist-to-another," Stack Overflow
",A0041
1.4474E+12,select,http://stackoverflow.com/questions/15958495/linked-lists-remove-element-at-an-index,"if (index < 0) {
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,"s
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/2742198/java-operator-precedence-comparison,"default
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"to 
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"If you have a character you'll first need to convert it to a string before you can use a regular expression: 
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"If you have a character you'll first need to convert it to a string before you can use a regular expression: 
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"toString
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"matches
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"A-Z
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"A-Z
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"A-Z
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"[A-Z?]
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java,"[A-Z?]
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/5034580/comparing-chars-in-java," Do I need to write it like:
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,"!isOperator
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,"= 
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,"= 
",A0041
1.44792E+12,select,http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java,"*
",A0041
1.44373E+12,select,http://stackoverflow.com/questions/4976838/jlists-number-of-elements-in-the-list,"myJList.getModel().getSize();
",A0048
1.44494E+12,select,http://stackoverflow.com/questions/16987727/removing-last-object-of-arraylist-in-java,"remove(list.size() - 1)
",A0048
1.44649E+12,select,http://stackoverflow.com/questions/367626/how-do-i-fix-the-expression-of-type-list-needs-unchecked-conversion,"ning-free approach 
",A0048
1.44247E+12,select,http://stackoverflow.com/questions/698261/how-do-you-format-a-fractional-percentage-with-java-text-messageformat,"setMaximumFractionDigits
",A0044
1.44247E+12,select,http://stackoverflow.com/questions/698261/how-do-you-format-a-fractional-percentage-with-java-text-messageformat,"NumberFormat percentFormat = NumberFormat.getPercentInstance(); percentFormat.setMaximumFractionDigits(1);
",A0044
1.44654E+12,select,http://stackoverflow.com/questions/5601232/finding-the-minimum-of-an-array-using-recursion,"f (index == elements.length - 1) {     return elements[index];
",A0044
1.44408E+12,select,http://stackoverflow.com/questions/1046809/string-contains-in-java,"contains
",A0029
1.44485E+12,select,http://stackoverflow.com/questions/4137563/creating-panels-with-radio-buttons-that-change-text-using-arrays,"size = new JRadioButton[7];
",A0029
1.44494E+12,select,http://stackoverflow.com/questions/27968757/java-swing-button-group-setselected-function," up vote
",A0029
1.44152E+12,select,http://stackoverflow.com/questions/ask,"li $t1, some_number
",A0066
1.44152E+12,select,http://stackoverflow.com/questions/ask,"li $t1, some_number
",A0066
1.44152E+12,select,http://stackoverflow.com/questions/ask,"li $t1, some_number
",A0066
1.4421E+12,select,http://stackoverflow.com/questions/12207574/programmatically-change-the-desktop-wallpaper-periodically,"import java.util.*; 
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"i
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"i
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/32646007/how-to-return-an-abstract-type,"I tried this and it works, however 
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/32646007/how-to-return-an-abstract-type,"I tried this and it works, however 
",A0066
1.44256E+12,select,http://stackoverflow.com/questions/32646007/how-to-return-an-abstract-type,"I tried this and it works, however 
",A0066
1.4426E+12,select,http://stackoverflow.com/questions/9189926/java-percentage-to-show-decimals,"numberFormat.setMinimumFractionDigits(3);
",A0066
1.4434E+12,select,http://stackoverflow.com/search?q=jtextarea+getText," 1 2
",A0066
1.44489E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44489E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44489E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44489E+12,select,http://stackoverflow.com/questions/ask,"enter code here
",A0066
1.44531E+12,select,http://stackoverflow.com/questions/11496700/how-to-use-printwriter-and-file-classes-in-java," in Java? 
",A0066
1.44496E+12,select,http://stackoverflow.com/questions/10768619/paint-and-repaint-in-java," This method holds instructions to paint this component. Actually, in Swing, you should change paintComponent() instead of paint(), as paint calls paintBorder(), paintComponent() and paintChildren(). You shouldn't call this method directly, you should call repaint() instead.
",A0043
1.44498E+12,select,http://stackoverflow.com/questions/3515496/java-remove-last-known-item-from-arraylist,"remove(clients.size() - 1);
",A0043
1.44727E+12,select,http://stackoverflow.com/questions/12678781/reversing-an-array-in-java,"for (i = 0; i < array.length / 2; i++) {   int temp = array[i];
",A0043
1.44727E+12,select,http://stackoverflow.com/questions/12678781/reversing-an-array-in-java,"for (i = 0; i < array.length / 2; i++) {   int temp = array[i];
",A0043
1.44727E+12,select,http://stackoverflow.com/questions/12678781/reversing-an-array-in-java,"for (i = 0; i < array.length / 2; i++) {   int temp = array[i];
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/9459557/java-remove-duplicates-from-linked-list," 
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/9459557/java-remove-duplicates-from-linked-list," 
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/9459557/java-remove-duplicates-from-linked-list,"  
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/15242702/remove-all-occurrences-of-item-from-a-linked-list,"current.getNextNode but you delete using the element index. You should look in the rest of your implementation how this index is managed. Does the first element have index 0 or 1 (you start your loop with 1). What happens to the indexes of all elements when you remove one. Do the elements know their index ? 
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/15242702/remove-all-occurrences-of-item-from-a-linked-list,"current.getNextNode but you delete using the element index. You should look in the rest of your implementation how this index is managed. Does the first element have index 0 or 1 (you start your loop with 1). What happens to the indexes of all elements when you remove one. Do the elements know their index ? 
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/15594921/java-custom-singly-linked-list-delete-all-occurrences-of-elements-with-a-par," int deleted_nodes_cnt = 0;   ...
",A0043
1.44728E+12,select,http://stackoverflow.com/questions/15594921/java-custom-singly-linked-list-delete-all-occurrences-of-elements-with-a-par," int deleted_nodes_cnt = 0;   ...
",A0043
1.44073E+12,select,http://stackoverflow.com/search?q=java+convert+user+input+into+an+array,"va convert user input into an array
",A0039
1.4414E+12,select,http://stackoverflow.com/search?q=call%20method%20of%20another%20class%20within%20a%20class%20method&s=90278a54-ec03-4db9-a56c-a9ec4c99c390," within a class method
",A0039
1.44408E+12,select,http://stackoverflow.com/search?q=BoxLayout+cannot+be+shared,"cannot
",A0039
1.4441E+12,select,http://stackoverflow.com/search?q=clear+textfield+after+button+pushed,"button pushed
",A0039
1.4441E+12,select,http://stackoverflow.com/search?q=clear+textfield+after+event+JAva,"Ava
",A0039
1.44495E+12,select,http://stackoverflow.com/search?q=how+to+get+elements+from+arraylist,"arraylist
",A0071
1.44495E+12,select,http://stackoverflow.com/search?q=how+to+get+elements+from+arraylist,"how to get elements from arraylist
",A0071
1.44495E+12,select,http://stackoverflow.com/search?q=how+to+get+elements+from+arraylist,"how to get elements from arraylist
",A0071
1.44134E+12,select,http://stackoverflow.com/questions/2542451/can-i-pass-a-child-class-to-a-reference-of-a-parent-class,"lass SubB which is a child class of B: 
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/2542451/can-i-pass-a-child-class-to-a-reference-of-a-parent-class,"lass SubB which is a child class of B: 
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/2542451/can-i-pass-a-child-class-to-a-reference-of-a-parent-class,"y code, I create a SubB and pass it to A: 
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/2542451/can-i-pass-a-child-class-to-a-reference-of-a-parent-class,"y code, I create a SubB and pass it to A: 
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/24645741/im-trying-to-access-a-private-variable-from-a-sub-class,"ate int shares; private int pricePerShare;
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/24645741/im-trying-to-access-a-private-variable-from-a-sub-class,"shares;
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/24645741/im-trying-to-access-a-private-variable-from-a-sub-class,"ou can add accessor and mutator methods (or getters
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/24645741/im-trying-to-access-a-private-variable-from-a-sub-class,"dd accessor and mutator methods (or gette
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/24645741/im-trying-to-access-a-private-variable-from-a-sub-class,"hares; private int pricePerS
",A0084
1.44134E+12,select,http://stackoverflow.com/questions/24645741/im-trying-to-access-a-private-variable-from-a-sub-class,"ord record = Q.front(); // <-- I assume your Q contains Record(s).  if (record.getShares() >= sel
",A0084
